,ID_NUMBER,Probability,ToInspect
14719,MTR000209429,0.9948129759,1
14722,MDR000006304,0.9929507937,1
14739,NJ0000939561,0.9838801587,1
14741,NJN986654424,0.9889528759,1
14746,MDD108077496,0.992120646,1
14747,MIK546623158,0.9868119048,1
14752,NVR000002899,0.9872018688,1
14758,VAD101727543,0.9916475331,1
14761,MNS000211748,0.9951736376,1
14762,ILD982639403,0.983163647,1
14764,OHR000204727,0.9832458914,1
14767,KSD021356241,0.9940488769,1
14772,MID985641794,0.9849948708,1
14773,NVR000087049,0.9887142857,1
14778,NJN986654713,0.9844900681,1
14786,IND082868217,0.9903379814,1
14790,NMR000023663,0.9899813492,1
14792,KSR000506675,0.994371572,1
14794,WYR000218008,0.9911405118,1
14795,NMR000023630,0.9852301587,1
14805,KSR161568062,0.9930400327,1
14807,KSD984969584,0.9915805556,1
14811,WV0000923094,0.9843785357,1
14815,NYR000082362,0.9884960317,1
14821,ILD984833103,0.9939783513,1
14837,KSR000017202,0.9897594738,1
14839,NJR000069674,0.9910349206,1
14850,MID017028861,0.9939298791,1
14855,MAV000010060,0.9884986494,1
14857,KSD985013887,0.9830289683,1
14864,WVD988769741,0.994201312,1
14869,MIK170255238,0.9852707716,1
14881,NCR000140152,0.9826117328,1
14890,TXD045355609,0.9874357143,1
14891,NJD043570316,0.9930800998,1
14895,IND005146626,0.9954594853,1
14896,INR000106559,0.9867174981,1
14898,RIR000515874,0.9827284159,1
14911,NJR000025056,0.9929239581,1
14916,FLR000064881,0.9906884397,1
14917,MIK844848887,0.993493296,1
14920,MAD045897147,0.9853107143,1
14921,KSD031293673,0.9833952879,1
14922,KSR158073036,0.9848956349,1
14924,IND097316244,0.9884948104,1
14929,MOD985794312,0.9932353175,1
14933,MTR000208686,0.9941920859,1
14934,LAR000042002,0.9838838852,1
14948,MIK934766051,0.9913943584,1
14950,MID980990618,0.98642327,1
14952,NJN986654705,0.9862057144,1
14953,NJR986654739,0.9866373825,1
14962,INR000019281,0.9924946235,1
14972,MNS000320720,0.9837746268,1
14978,MIK114737711,0.9906817623,1
14982,MIK112663617,0.9940730159,1
14985,MIK337668156,0.9844928571,1
14987,FLR000222653,0.990368254,1
14988,FLD981474083,0.9894019841,1
14991,ILD984925156,0.9863474454,1
14993,MTD981552284,0.9948817906,1
14996,MOD006299770,0.9878781746,1
15004,NCS000002401,0.9872655877,1
15025,KSR000016550,0.9927683808,1
15027,WVR000520809,0.9906425341,1
15035,MID985569201,0.9830391085,1
15063,NVR000086900,0.9830433702,1
15081,MID124957200,0.9834759502,1
15091,NJD986638427,0.9885896747,1
15097,ILD114815293,0.9841285714,1
15099,ILR000003921,0.9838294973,1
15111,MID980504625,0.9909164717,1
15114,MIK289426389,0.9851376984,1
15115,FLR000160242,0.9859382082,1
15121,FLD981474240,0.990947619,1
15125,MTR000210328,0.9899480159,1
15132,ILR000165910,0.9837961394,1
15136,FLR000141473,0.9922587302,1
15138,FLR000008649,0.9879160198,1
15139,FLR000139907,0.9849652576,1
15146,FLR000221689,0.9918369048,1
15170,MAR000509133,0.9945317741,1
15172,FLR000221069,0.9941321429,1
15174,FLD980559751,0.9875382877,1
15178,MAD001121219,0.9854234127,1
15184,NJR000004010,0.9870684758,1
15199,NJR986652311,0.986737335,1
15204,NJD013616438,0.985582122,1
15206,MNR000119768,0.9928280733,1
15208,NJD091647727,0.9833825397,1
15209,NJN986655975,0.993061605,1
15212,IND051212439,0.9871241482,1
15218,WVD988798823,0.9862303658,1
15219,PAR000537357,0.9906373016,1
15226,FLR000011585,0.9879892857,1
15229,FLD981925019,0.9829829365,1
15232,WVR000531129,0.9868942555,1
15233,NCR000167577,0.9850632424,1
15237,ORD095016978,0.9940554055,1
15238,WVR000512053,0.9824050163,1
15239,OHR000191932,0.9869796947,1
15251,MIK645243445,0.9860621746,1
15254,FLR000214288,0.9834575397,1
15256,FLR000059154,0.9927421261,1
15257,NMR000023812,0.9908728966,1
15259,FLR000211276,0.985406746,1
15267,NJN986657070,0.9849825074,1
15274,FLR000119115,0.9861730159,1
15279,NYR000156240,0.9854347721,1
15281,OKR000031856,0.9939689489,1
15282,TND066709130,0.9892627881,1
15289,MNS000302136,0.990077877,1
15298,FLR000222026,0.9900021578,1
15300,FLR000221598,0.9930670635,1
15302,FLR000166967,0.9859066468,1
15303,FLR000221903,0.9853452381,1
15304,FLR000038414,0.9870535475,1
15309,NYR000136382,0.9853306339,1
15311,PAR000542514,0.9855415418,1
15317,NVR000087031,0.993928315,1
15326,PAR000536763,0.9829399812,1
15342,DCD983968710,0.9893554302,1
15343,NJR000008896,0.9927595238,1
15345,ILR000154740,0.9833938842,1
15349,OHR000161299,0.9867642857,1
15359,FLR000130948,0.9901488347,1
15365,MAV000011963,0.9921280825,1
15368,VAD049928823,0.9878183179,1
15376,WVR000522623,0.985493975,1
15377,DCR000501296,0.9894345238,1
15378,KYR000041145,0.9893981297,1
15381,MNS000183384,0.9952919314,1
15382,NJD075484139,0.9921570435,1
15384,MDR000526611,0.9901301109,1
15387,MAC300105558,0.9920209397,1
15388,FLR000221572,0.9880107143,1
15400,KSR000012864,0.9885369208,1
15410,FLD002561751,0.9894826903,1
15413,FLD984196030,0.991568254,1
15423,MAR000503177,0.9840083333,1
15435,FLR000221796,0.992019334,1
15438,FLR000204743,0.9941338942,1
15439,VAD066018656,0.9881238095,1
15443,WVR000002634,0.9874634921,1
15453,SCR000784389,0.9859358569,1
15457,FLD982171050,0.9892053311,1
15458,FLD081352833,0.9984888889,1
15468,NJR986631653,0.9869672366,1
15480,NJR000020495,0.9897693338,1
15491,WIR000128314,0.9843087938,1
15492,AZD089304216,0.9837284365,1
15494,PAD987328861,0.9888107143,1
15508,TXD003899440,0.9934484127,1
15509,MDD982697823,0.990184793,1
15514,PA0000377390,0.9921139131,1
15515,PA0000841387,0.9827923925,1
15523,NJR986628121,0.9874497106,1
15540,MDR000020511,0.9881060262,1
15541,MDD990810491,0.9863551752,1
15544,AZD039534995,0.9831781746,1
15546,PAD010579621,0.9835817538,1
15548,MIK607047495,0.9830912698,1
15554,PAD987399706,0.9872105153,1
15556,PR5211810002,0.9950948413,1
15561,WID988591921,0.9836432368,1
15562,PAD981935554,0.988809689,1
15570,NJR986629806,0.9877228547,1
15575,PA0000114538,0.9827923925,1
15584,MIR000033506,0.9919696427,1
15594,MID005356050,0.9886643126,1
15595,MID086741402,0.9909429429,1
15600,FLD982156945,0.9890035714,1
15611,MAC300103629,0.9880384921,1
15616,FLR000191494,0.9895948413,1
15620,FLR000202788,0.9925093206,1
15622,FLD981477409,0.9951223665,1
15623,FLR000079434,0.9917448413,1
15624,VAD980715197,0.9915336052,1
15625,VAR000531269,0.9882162382,1
15630,MAR000501726,0.9896688314,1
15632,FLR000220798,0.995955878,1
15638,IND016562340,0.9935133283,1
15639,NCD982077745,0.9851929183,1
15640,MAC300104908,0.9893914002,1
15642,FL3170090002,0.9945085322,1
15643,FL4170023788,0.9945085322,1
15648,RIR000516443,0.9892414415,1
15652,FLR000224444,0.9937439612,1
15656,FLR000223529,0.9931261905,1
15657,KSR000014191,0.9891448792,1
15663,FLR000219733,0.986655467,1
15664,FLR000059824,0.9951687159,1
15666,MAC300092491,0.9879831964,1
15667,MDD982570822,0.9894768685,1
15668,FLR000020529,0.9933611111,1
15672,MOR000005348,0.9941368608,1
15681,FLD059774836,0.9830289683,1
15683,FL0000141283,0.9857625103,1
15685,FLR000221804,0.9909396825,1
15688,MAC300105491,0.9874770613,1
15689,FLR000191908,0.992143254,1
15691,WVR000539080,0.9826662698,1
15694,FLR000064295,0.984518797,1
15706,MAD985268556,0.9904960916,1
15709,MID080361124,0.987202814,1
15712,MTR000210369,0.9899480159,1
15714,NEX000513127,0.9897281746,1
15720,FLR000221879,0.9839170635,1
15721,FLR000224733,0.9904138381,1
15737,MIK115546141,0.9940869382,1
15738,MID005357397,0.9884678571,1
15743,FLR000110353,0.9898696886,1
15744,FLD982129413,0.9930907872,1
15745,FLR000210567,0.9894490237,1
15761,PAD003013455,0.985286153,1
15762,MDD985423037,0.986408429,1
15763,PA0000964999,0.9853769698,1
15765,KSD073323701,0.9943130952,1
15769,FLR000063776,0.9919583333,1
15770,FLR000211128,0.9963162698,1
15771,FLR000225094,0.9883507937,1
15777,FLR000223214,0.9945964286,1
15781,MAC300105368,0.9928389877,1
15783,MAC300105541,0.983698296,1
15784,MAV000008863,0.9900580684,1
15789,MAC300105459,0.9847579365,1
15793,MOD006966055,0.9893955267,1
15794,FLR000221739,0.9894865079,1
15795,FLR000222372,0.9906619216,1
15798,FLR000222646,0.9853193501,1
15799,FLR000223123,0.9933793617,1
15801,FLR000223081,0.9888021172,1
15802,FLD981472681,0.9882520764,1
15808,WYR000208983,0.9917208104,1
15812,MOR000521047,0.9892261905,1
15817,KSD981710981,0.9881619048,1
15820,PRN008029126,0.986781746,1
15821,FLR000224261,0.9896356304,1
15822,FLD133192237,0.9894490237,1
15826,NYN008029183,0.98285,1
15830,NJN986655892,0.9842935424,1
15832,MAC300018777,0.9870621885,1
15833,FLR000099853,0.9935042063,1
15835,FLD984171157,0.9937654234,1
15836,FLR000221713,0.9872353175,1
15837,FLR000141903,0.9870821429,1
15839,VAR000011908,0.9903761905,1
15841,TXR000077965,0.9877662338,1
15853,FLR000222216,0.9966686508,1
15856,FLR000156588,0.988222067,1
15857,FLR000184473,0.9897694444,1
15859,VAD982578312,0.9832331696,1
15860,VAR000500694,0.9905460317,1
15862,NCS000001385,0.9897029609,1
15863,TNR000043364,0.9881301652,1
15868,PAD045294790,0.9855873014,1
15869,MID981001506,0.9927635308,1
15878,PAD987278058,0.9864042891,1
15894,PAD982566499,0.9849354764,1
15897,PAD000766014,0.9828828935,1
15907,FLR000009613,0.9878837481,1
15910,MIK394792618,0.9829607143,1
15919,PAD015073802,0.9916295496,1
15934,MIK533151866,0.9895378141,1
15941,KSD073073546,0.9831933959,1
15970,NJR986625929,0.9896093204,1
15976,MIK474253762,0.9865591674,1
15978,MIK184184881,0.9889647331,1
16000,INR000133462,0.9924958678,1
16003,IND070225461,0.9842672352,1
16021,IND984972893,0.9880616875,1
16029,IND086756186,0.9873085442,1
16039,INR000108191,0.9841094331,1
16063,IND005146741,0.9862265101,1
16067,IND984873646,0.9861996032,1
16075,INR000131201,0.9857562569,1
16101,IND980617468,0.9873085442,1
16111,IND984866491,0.9847267418,1
16120,INR000141937,0.985909691,1
16124,INR000132688,0.9898484268,1
16135,IND000806901,0.9845044143,1
16137,IND004939229,0.9872983446,1
16138,PAD982675423,0.9826359314,1
16139,PA0000131755,0.9862599302,1
16153,PAD987352291,0.9859826243,1
16155,NJR000056077,0.9878489357,1
16157,PAD002353340,0.9837903502,1
16162,PAD162644603,0.985286153,1
16165,PAD000766022,0.9829245602,1
16173,PAD002367043,0.9868669257,1
16176,PAD987352275,0.9883777778,1
16183,PAD987356607,0.9844867485,1
16187,PA0001016922,0.9892362167,1
16192,PAR000029926,0.9827923925,1
16193,PAD987329091,0.9828004577,1
16196,PAD982575201,0.9896136883,1
16201,NJR986631125,0.9947797619,1
16205,KSD104079686,0.9843350235,1
16219,FLD085092146,0.9903650794,1
16233,KSR199295971,0.989948194,1
16241,FLD000622902,0.9875585826,1
16243,FLD984196667,0.9862491724,1
16245,IND982204547,0.9901150026,1
16271,TXR000081338,0.9849412698,1
16272,FLR000074583,0.9852838871,1
16278,MNS000190967,0.9846756083,1
16279,MID005036900,0.9868115079,1
16281,TXR000081262,0.9913595238,1
16283,MDR000503466,0.9890492063,1
16289,TXR000081731,0.9853570443,1
16295,MDD985379924,0.985029063,1
16297,ORQ000026275,0.9891708331,1
16313,FLD004087631,0.9869296355,1
16315,VAD988202446,0.9924479626,1
16317,KSD031213093,0.992790873,1
16320,FLD000604272,0.9851062167,1
16323,ORD009038761,0.9842062483,1
16324,ORQ000028695,0.9832785241,1
16338,VAR000511444,0.9838412838,1
16344,VA2800005033,0.9842039407,1
16351,TXR000082930,0.9945039683,1
16355,MNS000129346,0.9955873171,1
16366,MID003856721,0.9824706586,1
16384,KSD007143712,0.991102381,1
16387,MDR000525174,0.98670831,1
16395,AZR000513838,0.9895819545,1
16399,INR000142653,0.9948623659,1
16414,VAR000520684,0.9831734172,1
16501,OHR000201012,0.9925548638,1
16503,ORQ000032314,0.9892490886,1
16524,ORQ000000182,0.9870380952,1
16544,FLR000225516,0.9834266401,1
16553,MAR000547737,0.9878917602,1
16558,AZR000038943,0.990518953,1
16560,FLD042558775,0.9914966366,1
16561,FLD004097184,0.9868103175,1
16564,ORQ000025016,0.9897259192,1
16598,FLR000098665,0.9850630952,1
16606,MID985617588,0.9849157504,1
16624,OHR000016063,0.9824136527,1
16634,OHD986983872,0.9905492246,1
16637,NJR986630978,0.9903037143,1
16638,NJN986653103,0.9886468254,1
16639,NJR000055996,0.9862057144,1
16641,TXD988043931,0.9850780341,1
16647,OHD987049681,0.9831564681,1
16650,NJR986630184,0.9872893262,1
16653,KSR126646179,0.9876375753,1
16662,OHR000011429,0.9835870837,1
16667,OHD065986200,0.9833105158,1
16668,OHD987033362,0.9853463897,1
16678,OHD986999480,0.9907746032,1
16690,OHD098911704,0.9848211145,1
16694,OHD982608226,0.9863964767,1
16712,OHD004198412,0.9837535714,1
16730,OHD092162585,0.9913375152,1
16736,MAC300106549,0.9888492063,1
16766,OHR000179192,0.9881966067,1
16782,OHD004236170,0.9865055279,1
16810,OHR000023861,0.9899492063,1
16820,OHD004773115,0.9828625927,1
16828,TXD087716189,0.9869265873,1
16837,VAD105838874,0.9907348762,1
16842,FLD001690924,0.9879775568,1
16851,NJR986629566,0.9829556326,1
16852,TXR000055681,0.9844241717,1
16855,KSD981701899,0.9879377707,1
16856,MID092175074,0.9841789683,1
16858,NJD986616506,0.9927674524,1
16861,MOR000543587,0.9870670635,1
16862,PAD987337516,0.990162649,1
16863,MID000721548,0.9859464286,1
16866,MIR000026682,0.9894801587,1
16871,KSR000511550,0.9933805475,1
16877,ORD063207732,0.9846011905,1
16880,INR000008375,0.9900227522,1
16881,INR000007922,0.9915849206,1
16885,ORD987202439,0.9915184662,1
16896,NJD045133485,0.9873339879,1
16905,KSD005451588,0.9851109133,1
16907,MID985635754,0.9873436508,1
16911,OR9960010701,0.9934016037,1
16916,PAD987388279,0.9907915157,1
16932,KSD985016047,0.9840296397,1
16940,PAD987338019,0.9848671967,1
16944,FLR000224972,0.9855472222,1
16946,MOD981714926,0.988378507,1
16953,FLR000065508,0.9887976481,1
16957,FLD004054284,0.9842536648,1
16958,FLR000015404,0.9921595238,1
16959,FLR000044354,0.9923888889,1
16960,FLR000047027,0.989511075,1
16961,FLR000050369,0.9907154241,1
16963,FLR000065458,0.9885293589,1
16964,FLR000073924,0.9838358562,1
16971,VA5170022482,0.9878090586,1
16975,FLR000116418,0.9825281746,1
16976,FLD982089112,0.982912809,1
16978,FLR000012823,0.9844762515,1
16979,FLR000013888,0.987984127,1
16984,FLD020985727,0.9878729874,1
16989,FLR000192419,0.984583631,1
16990,FLR000221655,0.9916081907,1
16991,FLD984193045,0.9849574405,1
16994,FL3690330763,0.9847104482,1
17004,FLR000181024,0.9914654762,1
17009,FLR000222737,0.9849461858,1
17015,FLR000224428,0.9919608459,1
17016,FLR000030353,0.9843261145,1
17018,FLR000040675,0.9866793651,1
17019,FLR000219113,0.9917337042,1
17020,PAR000539908,0.9845289683,1
17021,PAR000538629,0.9850318135,1
17022,PAD982686917,0.9868253968,1
17026,FLR000221648,0.99725,1
17029,FLD981757685,0.9830368876,1
17030,FLD981758485,0.9878657733,1
17031,FLD981018773,0.9882888053,1
17035,FLD004105904,0.988416054,1
17059,FLR000210419,0.9906149002,1
17060,FLR000011361,0.9917417764,1
17061,FLR000220566,0.9906876984,1
17063,FLD063288245,0.98595,1
17068,FLD053502696,0.9883217237,1
17073,FLR000215574,0.9851004453,1
17083,FLR000074005,0.9950293351,1
17092,FLR000014720,0.9895577599,1
17094,FLD982162570,0.9828086941,1
17098,FLR000222687,0.9886853063,1
17099,FLR000223735,0.9916711759,1
17100,FLD099077257,0.9833099715,1
17103,FLD000824896,0.9910963364,1
17106,FLR000144832,0.9848337407,1
17107,FLD982112807,0.9903768914,1
17110,FLR000182386,0.9900403311,1
17111,FLR000188128,0.9862491724,1
17113,FLR000224329,0.9922886449,1
17117,FLR000129254,0.9888945094,1
17119,FLR000023390,0.9826246424,1
17121,FLR000203141,0.9875129577,1
17129,FLD984182733,0.9910792815,1
17130,FLR000167635,0.9888049468,1
17133,FLD050765684,0.9848861772,1
17134,FLD981473176,0.9852007937,1
17140,FLR000126706,0.9903022727,1
17148,PAR000519611,0.9837405392,1
17152,FLR000219584,0.9824857143,1
17153,FLR000221754,0.9862491724,1
17154,FLR000222091,0.9866159196,1
17157,FLR000221747,0.993226955,1
17165,KSD007876014,0.9899599206,1
17166,ORQ000036080,0.9884307691,1
17168,FLD981024177,0.9836376984,1
17169,FLD032413270,0.9888793651,1
17172,FLD043055003,0.9923043632,1
17173,FLR000048561,0.9836992063,1
17185,FLR000224865,0.9912417377,1
17200,FLD984225680,0.9873311064,1
17202,FLD000772194,0.9843046979,1
17205,FLR000211102,0.9841895017,1
17206,FLR000217331,0.9869212718,1
17211,PAD987337623,0.986600116,1
17216,FLR000126151,0.9880258565,1
17217,FLD981748015,0.983940873,1
17220,FLR000055855,0.9909752063,1
17222,FLR000221697,0.9930996032,1
17225,IND016552267,0.9880953146,1
17233,FLR000194274,0.9897897474,1
17235,FLD984193698,0.9898876984,1
17245,FLD115396988,0.9887505943,1
17249,FLR000143032,0.9961275336,1
17250,FLR000224717,0.9886853063,1
17251,FLR000224725,0.9841529717,1
17254,FLR000130153,0.9868434023,1
17261,FLR000133728,0.9848483962,1
17262,FLR000113811,0.9874041593,1
17263,FLR000059113,0.9910138889,1
17265,MOR000549097,0.9902834873,1
17267,FLR000126607,0.9898007841,1
17268,FLR000220111,0.9932829365,1
17275,PAR000526111,0.9878394001,1
17276,PAR000519744,0.9842170615,1
17277,PAR000509737,0.9898426655,1
17280,PAR000554915,0.9907304364,1
17281,FLR000060301,0.994947619,1
17289,FLR000225003,0.9921690979,1
17290,FLR000108027,0.9944376984,1
17301,PAR000542274,0.9841019835,1
17303,PAR000528992,0.9842965388,1
17305,PAD123943599,0.9894828753,1
17306,FLR000224758,0.9877865079,1
17307,FLR000224774,0.9916702381,1
17308,FLR000202291,0.9871571139,1
17310,FLD980601421,0.9858525846,1
17316,INR000137885,0.9837707399,1
17322,FLR000074559,0.9871318782,1
17323,FLR000217794,0.9887906539,1
17330,NJD060786852,0.9926964691,1
17335,FLD982090292,0.9877305906,1
17339,FL0000293126,0.9894053114,1
17344,PA0001016898,0.9898694444,1
17350,FLR000132266,0.9844871641,1
17351,FLR000082099,0.9856613761,1
17356,NJR000034207,0.9843350682,1
17363,FL0000936831,0.9910699918,1
17370,MAV000017202,0.9832517346,1
17373,FLD984256255,0.9960852381,1
17377,INR000138925,0.9924925021,1
17383,FLR000125849,0.9878173143,1
17388,FLR000117911,0.9855953149,1
17393,NJR986629616,0.9952825397,1
17401,FLR000222109,0.9852564802,1
17405,FLR000099234,0.9950800242,1
17406,FLR000224048,0.991675198,1
17408,MOD098271257,0.9929607521,1
17409,FL0000442434,0.9853085807,1
17412,INR000122101,0.9871147509,1
17414,IN0000970087,0.9825386277,1
17415,PAR000014191,0.9827281025,1
17417,MNS000130104,0.9851451659,1
17432,MNS000183301,0.9951833664,1
17433,ORQ000036580,0.9846580416,1
17452,MND982063208,0.9849535714,1
17457,MDD056506389,0.9877915771,1
17470,VAD988202537,0.9920426045,1
17481,MNS000129486,0.9844301093,1
17494,KSD981725849,0.9838617725,1
17510,MNS000185207,0.9933543273,1
17511,MNS000193300,0.9842948413,1
17513,TXD026362459,0.9929230159,1
17531,KS0000861781,0.9913579365,1
17543,VAD988202503,0.9853162698,1
17565,NJD000820126,0.9846310505,1
17566,NJD002160208,0.9906667596,1
17573,NJR000032086,0.9867209,1
17577,IND041977612,0.9863946804,1
17591,NJD093843258,0.9830319037,1
17592,NJ0001578798,0.9848526564,1
17596,INR000131987,0.9873730159,1
17600,NJD986648087,0.9867962554,1
