,ID_NUMBER,Probability,ToInspect
7319,MTD986072429,0.9868011415,1
7331,WVD988772117,0.9876219295,1
7342,UTR000010793,0.9831777376,1
7358,WVR000516922,0.9879006501,1
7361,WVR000537548,0.9894524456,1
7365,MTR000208157,0.9865983085,1
7367,MOR000547349,0.9925280409,1
7373,PAR000537233,0.9897556667,1
7375,NYD058650102,0.9878786925,1
7383,IAR000518696,0.9830174603,1
7387,KSD985000165,0.9889610006,1
7389,WVD988791919,0.9882630707,1
7398,NYR000142174,0.9926980552,1
7408,TNR000027177,0.9844666667,1
7409,COR000243352,0.9829813492,1
7411,WVR000537340,0.9887447337,1
7414,ALR000039453,0.9869932801,1
7426,PAR000034009,0.9849244909,1
7427,NYR000171231,0.987179663,1
7429,MOR000528570,0.9893414186,1
7441,WV0000298034,0.9903353175,1
7448,PAD980712566,0.9877495319,1
7457,NJR986652055,0.9925618316,1
7458,NYR000210070,0.9880528379,1
7459,INR000143644,0.9873455378,1
7461,NYR000179648,0.9896106667,1
7478,NYR000121905,0.9878673107,1
7487,PAR000541672,0.9922740311,1
7491,LAR000021253,0.9843307121,1
7495,WVD004315271,0.9928063489,1
7497,WVD988781159,0.9900709511,1
7499,NYR000222794,0.9890208401,1
7502,WVR000533562,0.9876680775,1
7506,NMR000023218,0.9934500674,1
7507,WVR000515494,0.9860910828,1
7510,WVD046288429,0.9856249995,1
7511,ALR000007724,0.9915269841,1
7514,WVD120765128,0.985853242,1
7515,WVR000522136,0.994201312,1
7522,NYD080464001,0.9828414899,1
7526,NYR000229336,0.9873650746,1
7533,FLR000222927,0.9925611111,1
7534,FLR000105205,0.9860888889,1
7541,INR000131904,0.9926884353,1
7544,DCR000507284,0.9983790409,1
7546,PAD002343200,0.984830675,1
7547,WVD988785788,0.9905986704,1
7549,NJR986652014,0.9910679712,1
7550,IND006037857,0.9865637973,1
7554,PAR000511469,0.9844744965,1
7561,ILD103218152,0.9919478355,1
7571,WVR000535674,0.9871418078,1
7586,MID072784150,0.9849157504,1
7588,WVR000533034,0.9866387813,1
7589,TNR000037911,0.9920287711,1
7595,MTR000205849,0.9898361068,1
7608,MTR000200246,0.9832067631,1
7610,MTR000200261,0.9886507089,1
7629,COR000238766,0.988222619,1
7631,NY0001031780,0.9835865138,1
7633,MSR000105320,0.9885521429,1
7634,MI0000900464,0.990995046,1
7635,NYR000192963,0.9878589196,1
7643,WV0000198291,0.9928512877,1
7656,NYR000139964,0.9882956906,1
7658,WVR000533059,0.9843006114,1
7661,WVR000505206,0.9863011788,1
7662,OHR000170522,0.9883,1
7666,FLD981924889,0.9864300556,1
7672,WVR000537308,0.9902264433,1
7675,NJD980776298,0.9915337223,1
7676,SCR000766253,0.9895907045,1
7686,WV0000874925,0.9848323575,1
7691,SCR000773325,0.9865281011,1
7698,NCR000150615,0.9863600686,1
7702,MID985645753,0.990693975,1
7705,SDR000218974,0.9886369199,1
7710,OHR000202721,0.9845812585,1
7718,SDD000694620,0.9856985261,1
7730,VAR000525501,0.9881869581,1
7731,MTD980957369,0.9844248042,1
7740,VAD023873920,0.9874401147,1
7741,KYD985112382,0.9839560717,1
7753,VAR000501569,0.9916436508,1
7759,ILD982631640,0.983163647,1
7766,VAD988221495,0.9930811674,1
7771,VAR000532358,0.9910325397,1
7772,NJR986653657,0.9936333259,1
7780,NJR986652782,0.9929292466,1
7783,MTR000208678,0.9873180326,1
7784,ILD982209579,0.9879176721,1
7788,IAD981498652,0.9953634393,1
7794,ILD070161963,0.9890763667,1
7795,ILD984912949,0.9835788462,1
7802,MTR000002295,0.989872412,1
7808,WVR000535914,0.9878556706,1
7810,IDR000206250,0.9909852385,1
7820,MTR000208611,0.9845898225,1
7821,MDR000008789,0.9899334127,1
7827,ILR000143669,0.9904485125,1
7832,TND095669941,0.9927900417,1
7835,PRN008029001,0.984827381,1
7838,ILR000137778,0.9921439425,1
7847,NCD058520016,0.9859678571,1
7852,MTR000209775,0.9873472797,1
7861,NYD013666821,0.9857439294,1
7869,IAR000515809,0.9925500627,1
7870,WVR000503383,0.986495153,1
7877,VAD981945702,0.988317878,1
7880,MTR000210211,0.9901372656,1
7886,NCR000167494,0.9859041831,1
7889,KYR000061945,0.9895293572,1
7897,IND067873224,0.9843432213,1
7908,LAR000086694,0.9888345238,1
7914,NJD058123118,0.993203641,1
7915,VAD988218798,0.9842660228,1
7919,WVR000530246,0.9876325397,1
7920,ILD984775866,0.9857166667,1
7931,PAR000033720,0.9878607331,1
7940,NJD980766893,0.9905688258,1
7941,VAD981946551,0.9896924603,1
7945,VAD988171641,0.987077381,1
7947,DCD981040488,0.988552381,1
7948,ILD984842534,0.9838294973,1
7949,ILD040141228,0.9844068334,1
7950,NCD099816084,0.9872655877,1
7953,PAD982574824,0.9843412992,1
7954,MTR000207324,0.983911337,1
7961,MIK543833784,0.9939308132,1
7965,ILR000048439,0.9928234127,1
7971,ILD045701380,0.98652918,1
7975,MT2890090036,0.9866297338,1
7977,ILD982062630,0.9921439425,1
7985,ILD984838912,0.9855359483,1
7995,DCD983967498,0.9930238095,1
7997,WVD988798195,0.9832226611,1
8007,TN0000117317,0.9824698657,1
8009,PAR000530337,0.9931484127,1
8010,PAD987324779,0.9865730757,1
8011,PRN008029290,0.9828669351,1
8019,DCR000505206,0.9840906643,1
8022,WIR000158550,0.9911884921,1
8024,SCR000771691,0.990882364,1
8027,NYD000692376,0.9851902294,1
8035,VAD981936925,0.9892661941,1
8036,VAD110472917,0.9840003248,1
8038,KSD981706260,0.9876856243,1
8042,WVD988786398,0.9888087981,1
8043,VTR000517722,0.9887061369,1
8044,NYR000219493,0.9850518044,1
8053,WIR000050302,0.9857900794,1
8060,NYR000214387,0.9914604468,1
8064,WVR000525410,0.9875321129,1
8065,MTR000208702,0.9865546577,1
8068,WVD988798682,0.9929340546,1
8073,NMR000003764,0.991656746,1
8076,TNR000036947,0.9856524877,1
8077,ORQ000036230,0.9841898657,1
8083,MTR000209692,0.9841934914,1
8095,WVR000531822,0.9874732773,1
8097,MTR000201384,0.9842276546,1
8108,TNR000022038,0.9881301652,1
8114,PAD987390127,0.9901840034,1
8116,VAD981935810,0.9863452076,1
8123,NCR000159244,0.9875082859,1
8125,NCD982162422,0.9834222895,1
8131,WVR000006700,0.9945162698,1
8137,MIR000044412,0.9944149912,1
8145,SDR000218925,0.9836676696,1
8148,WVR000505446,0.9909874815,1
8152,ILR000157974,0.9873468675,1
8153,IL0000340422,0.9841876884,1
8154,NMR000023556,0.9929017134,1
8155,NJD981139215,0.9861238095,1
8168,WVD988794350,0.9919095765,1
8170,NJD981177207,0.9874994174,1
8173,MTR000209759,0.9901502189,1
8177,NMR000023622,0.9934079365,1
8178,IAD000830059,0.9908626984,1
8180,TNR000021998,0.9841818831,1
8187,MTR000202143,0.9874679644,1
8188,VAD981935208,0.9880499005,1
8189,COR000205963,0.9832146825,1
8190,WYR000218024,0.9930717627,1
8191,TNR000035089,0.9874205789,1
8196,SCR000773143,0.9858436083,1
8206,WVR000534222,0.989990159,1
8210,MTR000209734,0.9877693978,1
8212,ILR000114199,0.9888769801,1
8213,ILD981538614,0.9885727011,1
8225,SDR000219055,0.9900068826,1
8228,WVD988775557,0.9848424603,1
8230,WV0000264549,0.9907990101,1
8245,DCR000501916,0.9935904762,1
8247,OHD987024288,0.9825533274,1
8252,ALD044490183,0.9895478637,1
8256,MTR000209304,0.9840844983,1
8262,NCS000000853,0.9881490155,1
8264,MAD001019405,0.9893920452,1
8266,WVR000519470,0.9856735103,1
8268,NJR986638096,0.9858546179,1
8270,MNS000219147,0.9955873171,1
8278,WVR000525667,0.9839944986,1
8280,NMR000023606,0.9934079365,1
8281,ILR000178509,0.9834884418,1
8282,VAD988204467,0.9866481515,1
8299,VAR000006478,0.988966471,1
8313,VTR000518316,0.992984127,1
8314,VTD066817701,0.9963460317,1
8317,ILD117482851,0.9947036714,1
8322,MTD035215011,0.9882654762,1
8324,WV0000026344,0.9906059185,1
8333,DCR000501890,0.9934036298,1
8338,MNS000222042,0.9960348743,1
8349,NMD986684645,0.9963208486,1
8359,PAD043882323,0.9827538316,1
8361,NYN008028946,0.9863960317,1
8377,OHR000001222,0.9917511713,1
8389,ILD059441089,0.9895275132,1
8392,WVD988778411,0.9907043651,1
8394,IL0000005637,0.9868483584,1
8396,KSR000504415,0.9852769841,1
8404,WVD982573883,0.9895665975,1
8405,WV0000450759,0.9861753968,1
8412,WYR000204354,0.9922847203,1
8416,PAR000554519,0.9839765873,1
8428,WVD016126336,0.9853442017,1
8431,KYR000014712,0.9836609554,1
8436,MNS000304624,0.9955420635,1
8438,ILR000000398,0.9831222222,1
8446,VAR000015966,0.9853057348,1
8454,NYR000053694,0.9854350474,1
8455,TNR000042564,0.9859318831,1
8457,MID068830611,0.9902999564,1
8459,NMR000023176,0.9900028452,1
8460,MIK394937395,0.9844722222,1
8461,PAR000516864,0.984944485,1
8469,KSR000508424,0.985575956,1
8472,ILD984913053,0.9850765167,1
8476,KYD000207241,0.9840885002,1
8480,WVR000537589,0.988014893,1
8491,WVR000014639,0.9887950369,1
8505,ILD057858953,0.9840563492,1
8509,MTD980718001,0.9858748042,1
8518,RIR000515841,0.9928780472,1
8519,ILD984908608,0.9833580926,1
8521,NMD153570569,0.9924616843,1
8525,NJD980772073,0.9831055556,1
8526,NMR000023481,0.9843218254,1
8530,IND980792691,0.9934863155,1
8536,OKD987069010,0.9935409006,1
8546,MDR000527265,0.9841517471,1
8548,IL0000051292,0.9878475982,1
8549,ILR000014076,0.9875712088,1
8550,ILD024824641,0.9862982499,1
8554,NJN986653558,0.9826378723,1
8559,ILD025105412,0.9899283368,1
8566,TNR000022061,0.9840846781,1
8567,NYD000818815,0.9838473769,1
8583,WVD988770368,0.993418254,1
8585,ILD103180477,0.9946768849,1
8586,ILD984806950,0.9895275132,1
8587,ILR000051805,0.9934222991,1
8588,ILD982619702,0.9827206349,1
8589,WVR000533729,0.9874527573,1
8597,NCR000135418,0.9836547177,1
8599,ILD152123766,0.9829152331,1
8600,WVR000537639,0.9858493887,1
8613,WYR000217893,0.992718254,1
8619,TND095668596,0.9836843436,1
8630,OHR000151910,0.9831000203,1
8638,IND984900225,0.9827550307,1
8639,NJD039884804,0.9912929248,1
8646,WVR000016733,0.986181398,1
8647,ILD085349439,0.9867425498,1
8650,IL0000045773,0.9825973349,1
8652,TNR000011718,0.9875796402,1
8661,VAD175172246,0.9836420635,1
8667,MTR000208629,0.9904591852,1
8671,CTR000515924,0.9860599206,1
8672,NMD986674968,0.9891263214,1
8673,VAD089008684,0.9868276387,1
8674,KYD098958580,0.9870795748,1
8675,COD041097023,0.98327829,1
8679,PA4210020737,0.982940723,1
8683,NYD981872286,0.9852585504,1
8696,MID982632564,0.9870658317,1
8703,TNR000040451,0.9871163236,1
8707,WV5960010168,0.98843932,1
8713,ILR000002725,0.9829152331,1
8714,ILD984863274,0.9916965394,1
8717,ILD984789974,0.983163647,1
8718,ILD984923664,0.983163647,1
8720,NJR986653418,0.9954225318,1
8721,NJR986653400,0.9925234421,1
8722,ILD984775916,0.9861003968,1
8726,ILR000156240,0.9875712088,1
8729,NCP072309022,0.982850137,1
8734,ILR000053280,0.9856727133,1
8737,SCD003285020,0.9828995174,1
8743,DC9141713488,0.9889849206,1
8747,KSR169286142,0.9960112,1
8749,VAR000505941,0.9891278139,1
8750,ILD984908129,0.9890763667,1
8753,ILD982632051,0.9921439425,1
8762,MTR000210203,0.9892937083,1
8764,ILD984813253,0.9845822424,1
8765,ILR000043653,0.9912779393,1
8819,SDD094686086,0.9832119933,1
8830,WVR000536433,0.987221311,1
8831,MIK387653322,0.9826204841,1
8833,MIK186587400,0.9909777778,1
8837,KYR000044669,0.9899805632,1
8839,MID985612860,0.9835905176,1
8863,NVR000087072,0.9843621693,1
8868,MOD981704620,0.9915494094,1
8896,OKD987084456,0.9831301587,1
8897,NMR000020594,0.9905019841,1
8916,NVR000000018,0.9837116619,1
8922,NCR000150110,0.9844938108,1
8948,NYR000058347,0.9865048186,1
8967,LAR000076166,0.9884303463,1
8969,PAD987394822,0.98594652,1
8986,NC0991302640,0.9875082859,1
8991,DCR000501866,0.9921988095,1
8992,DCR000501874,0.9897801587,1
8993,WVR000526210,0.9904612885,1
8998,WID007945983,0.9830805556,1
9001,ILR000109074,0.9893536929,1
9008,LAR000056846,0.9824856638,1
9011,NVR000084095,0.9844541079,1
9021,NJR986625507,0.9899536648,1
9022,NJR986624930,0.9857265873,1
9031,ALR000036285,0.9901737045,1
9032,WVR000500801,0.9861191774,1
9035,NCS000000862,0.9939835185,1
9044,SCR000003780,0.9864743313,1
9048,NJD094962479,0.9899937888,1
9049,NCS000001113,0.9836834219,1
9054,DCD983966706,0.994540873,1
9056,OHD004263653,0.9903414462,1
9066,NJD981076367,0.9833771222,1
9070,VAR000015024,0.9862452115,1
9071,WV3210020019,0.9848001651,1
9079,NJD050286491,0.9849869048,1
9080,NJR986652477,0.9960723553,1
9083,NJD000533679,0.9887055556,1
9084,MIK538707440,0.9890524436,1
9087,NJ0000247437,0.9840887181,1
9090,MOR000009746,0.9935248736,1
9093,SDR000204545,0.9894449546,1
9104,MOR000544718,0.990661847,1
9109,TNR000040980,0.9833322779,1
9113,NCS000001049,0.9870281421,1
9114,MIK177933567,0.9868861111,1
9117,NCS000000986,0.9911590881,1
9123,MTD057557415,0.9845612513,1
9128,MAR000503979,0.9875278881,1
9143,KYR000064832,0.9836029303,1
9147,KYR000064766,0.9825941859,1
9148,NJD001865534,0.9938106928,1
9149,NCS000002420,0.9879558133,1
9152,VAD988205928,0.9858678571,1
9154,KYR000035287,0.989959127,1
9160,KYR000064659,0.9857508144,1
9164,VAD988199527,0.9882647903,1
9169,ILD982610305,0.9905582028,1
9170,MAD982755811,0.9928687279,1
9177,KYR000054254,0.9891896924,1
9178,DCR000502906,0.9895007937,1
9184,PA0000960799,0.9845876209,1
9186,TND982151862,0.988679651,1
9189,KYR000063818,0.9929996907,1
9193,DCR000506139,0.9884420635,1
9198,KYR000064378,0.989115196,1
9203,WYR000206631,0.9928545611,1
9209,ILD021514211,0.9925631762,1
9212,DCR000501775,0.9935904762,1
9216,INR000123158,0.9918341777,1
9218,NYD080472004,0.9868970446,1
9222,NYR000124172,0.9889882299,1
9224,DCD074805532,0.9886119048,1
9229,NJ0000607291,0.9838535567,1
9230,TXR000018978,0.9894999008,1
9231,TXD981145501,0.9875309524,1
9233,SDR000202366,0.9889702532,1
9234,NYD004482378,0.98347975,1
9239,NCR000004820,0.9871314329,1
9240,NJD981076334,0.9934134921,1
9242,NYD982729485,0.9945945665,1
9244,NYD982716524,0.9982583333,1
9245,MI0000881581,0.9893983402,1
9246,ILR000149997,0.9842343263,1
9247,NER000506493,0.9831589247,1
9248,ILR000144774,0.9837654572,1
9249,NYD058656117,0.9884197474,1
9253,VAD988202370,0.9906180556,1
9257,ILD984904417,0.9921439425,1
9258,IL0000148460,0.9914388519,1
9259,MIR000020552,0.9944149912,1
9261,NJD003909819,0.987044707,1
9265,PAD980918734,0.9852662698,1
9266,ILR000009837,0.9834507937,1
9268,IL0000011569,0.9833608541,1
9269,VAD106285935,0.9889896548,1
9272,NJD011806452,0.9921984532,1
9273,NJD986627487,0.9945408471,1
9282,VAD981744279,0.9878923603,1
9285,KSD094332178,0.9896299977,1
9286,ILD984846105,0.9852075631,1
9289,INR000003996,0.9894617614,1
9290,NCS000000848,0.9919101156,1
9295,PAD982679979,0.9896177145,1
9298,NYR000120980,0.9920015873,1
9299,MNS000139956,0.9935202712,1
9301,WYR000205104,0.9922847203,1
9307,NYR000107870,0.9840677987,1
9316,NJD986601870,0.9824452381,1
9317,NY0000130179,0.983715873,1
9323,KYR000058537,0.9852352223,1
9345,VAD988195392,0.9872873928,1
9347,INR000011817,0.9862769903,1
9350,PAR000513820,0.9866905344,1
9357,VTD988367611,0.9912198413,1
9359,NCD982086654,0.9873697127,1
9360,OHD059064964,0.9849031746,1
9366,WYR000210625,0.9925901595,1
9372,IND005261342,0.9885503604,1
9373,WIR000151100,0.9896539683,1
9375,DCR000507446,0.9897515873,1
9376,KYD000622944,0.989643804,1
9379,DCR000501379,0.9892757937,1
9381,KYR000055855,0.9836521493,1
9383,MID083941385,0.9893983402,1
9386,NCS000001651,0.9849980426,1
9391,DCD980551097,0.9922730159,1
9401,DCR000500207,0.9961242063,1
9404,KYR000049551,0.9840989076,1
9408,IAR000519264,0.9937218698,1
9412,NYR000120378,0.9969047456,1
9414,COR000233361,0.9825583333,1
9417,LAR000080465,0.9900289443,1
9418,COR000230896,0.9851392857,1
9421,PAR000543710,0.9869895568,1
9422,DCR000501858,0.9848837302,1
9423,NMR000009316,0.983352381,1
9430,DCR000505065,0.9950702965,1
9434,KYR000041491,0.9855202712,1
9438,DCR000501130,0.9948351774,1
9442,NYD091576538,0.9901123016,1
9449,MTR000000133,0.9871719291,1
9450,NYR000150003,0.9862522541,1
9452,NJR986627164,0.9834111111,1
9454,NJD986575033,0.9833189735,1
9460,NYR000109835,0.9844875681,1
9467,DCR000502674,0.9929238095,1
9471,PAD003011988,0.9905937831,1
9473,DCR000503466,0.9875711538,1
9475,KYR000052076,0.9833248693,1
9477,KYR000048702,0.9830820234,1
9481,TXD008028110,0.9879992063,1
9482,LAR000047217,0.9844449031,1
9488,DCR000503391,0.9898765873,1
9492,PRD987377918,0.9948345238,1
9503,DCR000501940,0.9981337302,1
9512,DCR000501122,0.9909449139,1
9514,NCD981863277,0.9900598961,1
9516,COD983799644,0.9879460317,1
9527,NYR000229245,0.9872935764,1
9530,FLR000223131,0.9871571139,1
9535,WVR000504373,0.987506638,1
9537,NJR986642577,0.9874345204,1
9538,NE4180090025,0.9958063492,1
9541,NYR000210898,0.9880841768,1
9552,PAR000040279,0.9834766275,1
9555,RID151177573,0.9827329365,1
9557,WVD116015538,0.9884891405,1
9569,DCR000503045,0.9844238095,1
9571,ORQ000023028,0.9913893484,1
9572,PAR000537654,0.9865812472,1
9575,OHR000185520,0.9903551931,1
9585,NY0001017383,0.9848526784,1
9592,OHD010448231,0.992830442,1
9600,MAD079532263,0.9875272719,1
9602,VTR000526566,0.9920421719,1
9603,NYR000052118,0.9954149053,1
9606,NCR000168690,0.9884468618,1
9613,MOR000537860,0.9843855337,1
9621,TNR000035352,0.9902606383,1
9628,MID060182391,0.9922276465,1
9632,TNR000028217,0.9848086897,1
9637,NYD002106243,0.9936287698,1
9640,COR000242057,0.9915337302,1
9646,TXR000064410,0.9894321429,1
9653,DCR000001727,0.995597619,1
9654,ALR000059006,0.9898634921,1
9655,NVR000089870,0.9855162253,1
9676,DCR000001263,0.9955124159,1
9708,PAR000537316,0.9843153662,1
9719,DCR000503771,0.9965904762,1
9721,MDD061366779,0.9846051851,1
9725,WYR000218305,0.9928744685,1
9729,IND077865806,0.9897374073,1
9730,NJR986647394,0.9919809524,1
9760,WVR000003608,0.9859468492,1
9796,PAD980715999,0.9918940476,1
9798,DC4180000016,0.9858062459,1
9817,NJR986648954,0.9900657937,1
9820,PAD987388998,0.9913527035,1
9849,ILR000139196,0.9908070596,1
9852,TNR000039107,0.9863003097,1
9853,KYR000065169,0.985819461,1
9858,WVD982577876,0.9883229274,1
9865,KYR000067942,0.9837929125,1
9866,WVR000522177,0.9906425341,1
9867,VTR000520247,0.988272619,1
9869,DCR000002238,0.9880940476,1
9873,LAR000078782,0.9883458617,1
9878,TXR000034330,0.9953611797,1
9880,ORD982657132,0.9835168611,1
9891,TXR000078090,0.9915772686,1
9895,KYR000067868,0.9873570083,1
9897,ILD005130182,0.988066421,1
9900,NJR986630770,0.9848307692,1
9908,MTR000202119,0.992503895,1
9916,DCR000000711,0.9886482143,1
9920,FLR000221499,0.991552381,1
9926,VAR000528083,0.9880783217,1
9930,IAR000500892,0.9915519232,1
9934,DCR000508730,0.9889849206,1
9937,NJ0000242750,0.9907890599,1
9942,NYD981555782,0.9903726932,1
9953,NJD055930127,0.9954753604,1
9957,DCR000502286,0.9831800043,1
9958,DCR000502138,0.983061675,1
9959,MIR000035337,0.9859366495,1
9966,WVR000503045,0.9880304122,1
9968,DCR000504928,0.9942007937,1
9969,CAL000160835,0.9846325397,1
9971,MNS000211854,0.9922202381,1
9973,OHR000205724,0.9828123016,1
9974,LAR000089847,0.9884144079,1
9975,NJR986645380,0.9830089395,1
9980,COR000230318,0.988222619,1
9985,DCR000504159,0.9857785714,1
9999,DCR000502708,0.9893019841,1
10002,NJD169077427,0.9897699789,1
10005,DCR000508796,0.982402381,1
10011,VAD981741739,0.9947601668,1
10014,VAD049967631,0.9858148267,1
10015,NJD064360589,0.9861752199,1
10017,VAD988220810,0.9888332164,1
10028,NCD982090375,0.9857261905,1
10033,ILD984815589,0.9862506715,1
10040,ILR000190157,0.9887154835,1
10066,DCR000505321,0.9872305556,1
10067,FLR000121574,0.9888945167,1
10068,MID005356696,0.9834742063,1
10072,DCR000507740,0.9921669688,1
10073,DC0000444463,0.9917181593,1
10075,INR000143107,0.9829615079,1
10077,NCR000155234,0.9838107051,1
10081,DCR000000620,0.9898765873,1
10085,TND982101792,0.987989633,1
10097,IDD089343958,0.9892125803,1
10111,WVR000536334,0.9861741481,1
10114,NJR000050294,0.9935785714,1
10115,NVR000081604,0.9872444444,1
10119,NYD002100675,0.9865348665,1
10120,FLD984258012,0.9938690476,1
10133,NY0000926436,0.9899614965,1
10137,KYR000055723,0.9914496591,1
10139,PAD053277752,0.9873846901,1
10150,NJD980582878,0.9850053965,1
10156,MAC300104973,0.9853272222,1
10159,DCR000001461,0.9934036298,1
10164,DCR000503201,0.9949462885,1
10170,NJD982280984,0.9848497479,1
10173,SDR000216416,0.9899072224,1
10174,DCR000506055,0.9929238095,1
10184,WVR000016634,0.9891481128,1
10187,MAC300012945,0.9877256211,1
10190,NVR000084996,0.9888506841,1
10195,TXR000075176,0.9932934669,1
10201,NYR000109165,0.9921735999,1
10206,VTR000515163,0.9908561922,1
10210,DCR000502013,0.9892790409,1
10216,NJR986638419,0.9925669628,1
10218,ILR000128710,0.991075488,1
10220,CTR000515932,0.9871059524,1
10227,NYD001933621,0.9831123016,1
10254,ILD005121207,0.9899695141,1
10257,COD981542053,0.9832861111,1
10279,TNR000041277,0.9836827747,1
10292,MPR000129031,0.9955420635,1
10293,NYR000191676,0.9890324615,1
10295,NM0000590240,0.991178783,1
10296,NJD986595064,0.9862245857,1
10298,MAD980668784,0.9898096532,1
10306,DCR000505230,0.9931428571,1
10309,WIR000126870,0.9956482964,1
10310,MID065850620,0.9859491594,1
10311,UTR000006361,0.9897452381,1
10315,VAR000528794,0.98690326,1
10320,NJR986637221,0.9897571212,1
10323,DCR000506311,0.9918535714,1
10324,NYR000193219,0.9880748802,1
10334,NJR986632313,0.9841529412,1
10335,KYR000054007,0.9864818903,1
10352,WVR000523472,0.9847492921,1
10354,WVR000506147,0.9877503968,1
10358,PAD006129654,0.9885125264,1
10360,PAD005000575,0.9838490138,1
10369,PAR000512103,0.9843027119,1
10370,KYR000030254,0.9833706145,1
10375,COR000237032,0.9832626984,1
10376,LAR000085548,0.9862632224,1
10380,NJD003000049,0.9853900751,1
10381,CAR000059360,0.9850831652,1
10385,NYD013503321,0.9845796368,1
10388,VAD043622711,0.9852192235,1
10393,GAR000045450,0.9879571402,1
10400,DC8210021160,0.9835234127,1
10405,MDR000019257,0.9855182306,1
10418,OHR000137612,0.9900896825,1
10439,WVR000520437,0.9904175547,1
10441,COR000238436,0.9826055556,1
10457,WVR000536706,0.9898174068,1
10473,WVD988781589,0.9891145227,1
10486,MOR000554071,0.9898349206,1
10491,LAR000086876,0.9844960849,1
10496,WVD988774907,0.9834333333,1
10505,MNS000160655,0.9834641896,1
10509,KYR000066936,0.9870971758,1
10515,WVD982573362,0.9910928956,1
10531,ILD005468616,0.9894726109,1
10545,FLR000219634,0.9928023448,1
10548,NCD061786000,0.9827586261,1
10556,WVD988796009,0.9935697764,1
10561,NCR000140038,0.9873556561,1
10567,RIR000507582,0.984484366,1
10568,NYD071598676,0.9917901953,1
10570,VAD063409049,0.9888760745,1
10574,ORQ000023283,0.9899246351,1
10576,PAR000541680,0.995034396,1
10577,KSR841209091,0.9885966912,1
10580,PAR000541771,0.9936461652,1
10582,KYD985084177,0.9897644189,1
10591,WVR000001628,0.9962473366,1
10592,DCR000507766,0.9965904762,1
10598,NMR000023713,0.9929940476,1
10604,MOR000006965,0.9890362812,1
10608,WVR000013094,0.9848837947,1
10617,WYR000217950,0.9938339819,1
10626,ILR000194233,0.9900229405,1
10630,VAD982679359,0.994734127,1
10632,VTR000012021,0.9834113798,1
10633,ILD067450486,0.9900718254,1
10638,NER000006098,0.9954955681,1
10644,INR000126532,0.9862915846,1
10646,WVR000524850,0.9930912425,1
10648,ILD980684054,0.989180152,1
10649,ILD064396864,0.9919408274,1
10663,MTD980955660,0.9924112814,1
10664,KYR000042143,0.9825082425,1
10666,TNR000038802,0.9835207764,1
10677,OHD986968113,0.9900948453,1
10681,NCR000151423,0.9841063492,1
10685,NJN986653244,0.9833612056,1
10691,NJD078270154,0.9877382558,1
10693,NJD980783682,0.9932722899,1
10695,SCD981469166,0.9830033022,1
10705,NJR986626307,0.9842265609,1
10706,IND006065825,0.9848854845,1
10708,ILD082044561,0.9948649802,1
10710,KSD985016161,0.9868584837,1
10711,NY0002342897,0.9833302154,1
10717,IND005467618,0.9829914455,1
10718,PAD069044386,0.987802519,1
10719,KSD984985101,0.9866223965,1
10720,VAD988222196,0.9924251986,1
10722,IL0000142778,0.9847847776,1
10725,ILR000007583,0.9862443676,1
10728,ILD982643025,0.9834228515,1
10729,MAR000015974,0.9895735295,1
10730,NJD980789796,0.9833098698,1
10732,MAR000505024,0.9857843216,1
10736,MID982618845,0.989892344,1
10738,NJD052448594,0.9891951587,1
10741,MID055852065,0.9897790072,1
10744,MID985614502,0.9912042829,1
10745,ORQ000023789,0.9835623016,1
10746,VAR000008722,0.9888826661,1
10748,VAD988206405,0.9915115079,1
10758,ORD068765270,0.9860440476,1
10761,OHD986976090,0.9937908554,1
10763,MND985699974,0.9897515873,1
10770,NCS000000856,0.9873394994,1
10772,NJR000066449,0.9837984411,1
10774,NJD986576502,0.9886827402,1
10776,NJD072715790,0.9965818925,1
10779,WYR000207183,0.9931946861,1
10780,NYD987006194,0.9828106399,1
10782,PAD000754408,0.9923160593,1
10784,NJD062049796,0.9868499165,1
10788,ILD049291735,0.9887771096,1
10792,MDR000006296,0.9854592918,1
10797,WYR000000976,0.9959942798,1
10798,FLR000220772,0.9901439031,1
10803,ILD047915897,0.9923574245,1
10806,NCD986173284,0.9926424366,1
10809,KYD981753957,0.9847520652,1
10811,PAD987341583,0.9923160593,1
10814,VAD046960589,0.9849616468,1
10816,VAD980256713,0.9847690273,1
10818,ILD982642225,0.9846611047,1
10819,VAR000004416,0.9918054684,1
10820,WYD981552797,0.9847103175,1
10823,PAD987391539,0.9906057583,1
10824,VAD151888757,0.9889881306,1
10826,IAD085372506,0.9907218861,1
10832,COR000232629,0.9879019841,1
10833,MIK388713851,0.9948628383,1
10835,MOR000504845,0.9922547473,1
10841,SDR000204206,0.992102009,1
10848,KY0000042713,0.9848185185,1
10850,WID988592929,0.9891646825,1
10860,MID985578046,0.9904328129,1
10861,PAD981733272,0.9858049148,1
10868,PRR000023952,0.9878892891,1
10871,PAD096266093,0.9932936508,1
10872,ILR000048660,0.9917717221,1
10875,KYR000019091,0.9849559253,1
10878,MAD046128203,0.9933919048,1
10879,MIK387453343,0.9880179577,1
10881,NYD986901148,0.9905532904,1
10882,COR000230532,0.9866944444,1
10885,NJR000015362,0.9824714424,1
10886,NJD063173280,0.9837633049,1
10892,TXR000075143,0.9869194444,1
10896,DCR000503128,0.988874279,1
